filepaths,labels,data set
train/fencing/051.jpg,fencing,train
train/fencing/052.jpg,fencing,train
train/fencing/053.jpg,fencing,train
train/fencing/054.jpg,fencing,train
train/fencing/055.jpg,fencing,train
train/fencing/056.jpg,fencing,train
train/fencing/057.jpg,fencing,train
train/fencing/058.jpg,fencing,train
train/fencing/059.jpg,fencing,train
train/fencing/060.jpg,fencing,train
train/fencing/061.jpg,fencing,train
train/fencing/062.jpg,fencing,train
train/fencing/063.jpg,fencing,train
train/fencing/064.jpg,fencing,train
train/fencing/065.jpg,fencing,train
train/fencing/066.jpg,fencing,train
train/fencing/067.jpg,fencing,train
train/fencing/068.jpg,fencing,train
train/fencing/069.jpg,fencing,train
train/fencing/070.jpg,fencing,train
train/fencing/071.jpg,fencing,train
train/fencing/072.jpg,fencing,train
train/fencing/073.jpg,fencing,train
train/fencing/074.jpg,fencing,train
train/fencing/075.jpg,fencing,train
train/fencing/076.jpg,fencing,train
train/fencing/077.jpg,fencing,train
train/fencing/078.jpg,fencing,train
train/fencing/079.jpg,fencing,train
train/fencing/080.jpg,fencing,train
train/fencing/081.jpg,fencing,train
train/fencing/082.jpg,fencing,train
train/fencing/083.jpg,fencing,train
train/fencing/084.jpg,fencing,train
train/fencing/085.jpg,fencing,train
train/fencing/086.jpg,fencing,train
train/fencing/087.jpg,fencing,train
train/fencing/088.jpg,fencing,train
train/fencing/089.jpg,fencing,train
train/fencing/090.jpg,fencing,train
train/fencing/091.jpg,fencing,train
train/fencing/092.jpg,fencing,train
train/fencing/093.jpg,fencing,train
train/fencing/094.jpg,fencing,train
train/fencing/095.jpg,fencing,train
train/fencing/096.jpg,fencing,train
train/fencing/097.jpg,fencing,train
train/fencing/098.jpg,fencing,train
train/fencing/099.jpg,fencing,train
train/fencing/100.jpg,fencing,train
train/fencing/101.jpg,fencing,train
train/fencing/102.jpg,fencing,train
train/fencing/103.jpg,fencing,train
train/fencing/104.jpg,fencing,train
train/fencing/105.jpg,fencing,train
train/fencing/106.jpg,fencing,train
train/fencing/107.jpg,fencing,train
train/fencing/108.jpg,fencing,train
train/fencing/109.jpg,fencing,train
train/fencing/110.jpg,fencing,train
train/fencing/111.jpg,fencing,train
train/fencing/112.jpg,fencing,train
train/fencing/113.jpg,fencing,train
train/fencing/114.jpg,fencing,train
train/fencing/115.jpg,fencing,train
train/fencing/116.jpg,fencing,train
train/fencing/117.jpg,fencing,train
train/fencing/118.jpg,fencing,train
train/fencing/119.jpg,fencing,train
train/fencing/120.jpg,fencing,train
train/fencing/121.jpg,fencing,train
train/fencing/122.jpg,fencing,train
train/fencing/123.jpg,fencing,train
train/fencing/124.jpg,fencing,train
train/fencing/125.jpg,fencing,train
train/fencing/126.jpg,fencing,train
train/fencing/127.jpg,fencing,train
train/fencing/128.jpg,fencing,train
train/fencing/129.jpg,fencing,train
train/fencing/130.jpg,fencing,train
train/fencing/131.jpg,fencing,train
train/fencing/132.jpg,fencing,train
train/fencing/133.jpg,fencing,train
train/fencing/134.jpg,fencing,train
train/fencing/135.jpg,fencing,train
train/field hockey/001.jpg,field hockey,train
train/field hockey/002.jpg,field hockey,train
train/field hockey/003.jpg,field hockey,train
train/field hockey/004.jpg,field hockey,train
train/field hockey/005.jpg,field hockey,train
train/field hockey/006.jpg,field hockey,train
train/field hockey/007.jpg,field hockey,train
train/field hockey/008.jpg,field hockey,train
train/field hockey/009.jpg,field hockey,train
train/field hockey/010.jpg,field hockey,train
train/field hockey/011.jpg,field hockey,train
train/field hockey/012.jpg,field hockey,train
train/field hockey/013.jpg,field hockey,train
train/field hockey/014.jpg,field hockey,train
train/field hockey/015.jpg,field hockey,train
train/field hockey/016.jpg,field hockey,train
train/field hockey/017.jpg,field hockey,train
train/field hockey/018.jpg,field hockey,train
train/field hockey/019.jpg,field hockey,train
train/field hockey/020.jpg,field hockey,train
train/field hockey/021.jpg,field hockey,train
train/field hockey/022.jpg,field hockey,train
train/field hockey/023.jpg,field hockey,train
train/field hockey/024.jpg,field hockey,train
train/field hockey/025.jpg,field hockey,train
train/field hockey/026.jpg,field hockey,train
train/field hockey/027.jpg,field hockey,train
train/field hockey/028.jpg,field hockey,train
train/field hockey/029.jpg,field hockey,train
train/field hockey/030.jpg,field hockey,train
train/field hockey/031.jpg,field hockey,train
train/field hockey/032.jpg,field hockey,train
train/field hockey/033.jpg,field hockey,train
train/field hockey/034.jpg,field hockey,train
train/field hockey/035.jpg,field hockey,train
train/field hockey/036.jpg,field hockey,train
train/field hockey/037.jpg,field hockey,train
train/field hockey/038.jpg,field hockey,train
train/field hockey/039.jpg,field hockey,train
train/field hockey/040.jpg,field hockey,train
train/field hockey/041.jpg,field hockey,train
train/field hockey/042.jpg,field hockey,train
train/field hockey/043.jpg,field hockey,train
train/field hockey/044.jpg,field hockey,train
train/field hockey/045.jpg,field hockey,train
train/field hockey/046.jpg,field hockey,train
train/field hockey/047.jpg,field hockey,train
train/field hockey/048.jpg,field hockey,train
train/field hockey/049.jpg,field hockey,train
train/field hockey/050.jpg,field hockey,train
train/field hockey/051.jpg,field hockey,train
train/field hockey/052.jpg,field hockey,train
train/field hockey/053.jpg,field hockey,train
train/field hockey/054.jpg,field hockey,train
train/field hockey/055.jpg,field hockey,train
train/field hockey/056.jpg,field hockey,train
train/field hockey/057.jpg,field hockey,train
train/field hockey/058.jpg,field hockey,train
train/field hockey/059.jpg,field hockey,train
train/field hockey/060.jpg,field hockey,train
train/field hockey/061.jpg,field hockey,train
train/field hockey/062.jpg,field hockey,train
train/field hockey/063.jpg,field hockey,train
train/field hockey/064.jpg,field hockey,train
train/field hockey/065.jpg,field hockey,train
train/field hockey/066.jpg,field hockey,train
train/field hockey/067.jpg,field hockey,train
train/field hockey/068.jpg,field hockey,train
train/field hockey/069.jpg,field hockey,train
train/field hockey/070.jpg,field hockey,train
train/field hockey/071.jpg,field hockey,train
train/field hockey/072.jpg,field hockey,train
train/field hockey/073.jpg,field hockey,train
train/field hockey/074.jpg,field hockey,train
train/field hockey/075.jpg,field hockey,train
train/field hockey/076.jpg,field hockey,train
train/field hockey/077.jpg,field hockey,train
train/field hockey/078.jpg,field hockey,train
train/field hockey/079.jpg,field hockey,train
train/field hockey/080.jpg,field hockey,train
train/field hockey/081.jpg,field hockey,train
train/field hockey/082.jpg,field hockey,train
train/field hockey/083.jpg,field hockey,train
train/field hockey/084.jpg,field hockey,train
train/field hockey/085.jpg,field hockey,train
train/field hockey/086.jpg,field hockey,train
train/field hockey/087.jpg,field hockey,train
train/field hockey/088.jpg,field hockey,train
train/field hockey/089.jpg,field hockey,train
train/field hockey/090.jpg,field hockey,train
train/field hockey/091.jpg,field hockey,train
train/field hockey/092.jpg,field hockey,train
train/field hockey/093.jpg,field hockey,train
train/field hockey/094.jpg,field hockey,train
train/field hockey/095.jpg,field hockey,train
train/field hockey/096.jpg,field hockey,train
train/field hockey/097.jpg,field hockey,train
train/field hockey/098.jpg,field hockey,train
train/field hockey/099.jpg,field hockey,train
train/field hockey/100.jpg,field hockey,train
train/field hockey/101.jpg,field hockey,train
train/field hockey/102.jpg,field hockey,train
train/field hockey/103.jpg,field hockey,train
train/field hockey/104.jpg,field hockey,train
train/field hockey/105.jpg,field hockey,train
train/field hockey/106.jpg,field hockey,train
train/field hockey/107.jpg,field hockey,train
train/field hockey/108.jpg,field hockey,train
train/field hockey/109.jpg,field hockey,train
train/field hockey/110.jpg,field hockey,train
train/field hockey/111.jpg,field hockey,train
train/field hockey/112.jpg,field hockey,train
train/field hockey/113.jpg,field hockey,train
train/field hockey/114.jpg,field hockey,train
train/field hockey/115.jpg,field hockey,train
train/field hockey/116.jpg,field hockey,train
train/field hockey/117.jpg,field hockey,train
train/field hockey/118.jpg,field hockey,train
train/field hockey/119.jpg,field hockey,train
train/field hockey/120.jpg,field hockey,train
train/field hockey/121.jpg,field hockey,train
train/field hockey/122.jpg,field hockey,train
train/field hockey/123.jpg,field hockey,train
train/field hockey/124.jpg,field hockey,train
train/field hockey/125.jpg,field hockey,train
train/field hockey/126.jpg,field hockey,train
train/field hockey/127.jpg,field hockey,train
train/field hockey/128.jpg,field hockey,train
train/field hockey/129.jpg,field hockey,train
train/field hockey/130.jpg,field hockey,train
train/field hockey/131.jpg,field hockey,train
train/field hockey/132.jpg,field hockey,train
train/field hockey/133.jpg,field hockey,train
train/field hockey/134.jpg,field hockey,train
train/field hockey/135.jpg,field hockey,train
train/field hockey/136.jpg,field hockey,train
train/field hockey/137.jpg,field hockey,train
train/field hockey/138.jpg,field hockey,train
train/field hockey/139.jpg,field hockey,train
train/field hockey/140.jpg,field hockey,train
train/field hockey/141.jpg,field hockey,train
train/field hockey/142.jpg,field hockey,train
train/field hockey/143.jpg,field hockey,train
train/field hockey/144.jpg,field hockey,train
train/field hockey/145.jpg,field hockey,train
train/field hockey/146.jpg,field hockey,train
train/field hockey/147.jpg,field hockey,train
train/field hockey/148.jpg,field hockey,train
train/field hockey/149.jpg,field hockey,train
train/field hockey/150.jpg,field hockey,train
train/field hockey/151.jpg,field hockey,train
train/field hockey/152.jpg,field hockey,train
train/field hockey/153.jpg,field hockey,train
train/field hockey/154.jpg,field hockey,train
train/field hockey/155.jpg,field hockey,train
train/field hockey/156.jpg,field hockey,train
train/field hockey/157.jpg,field hockey,train
train/field hockey/158.jpg,field hockey,train
train/figure skating men/001.jpg,figure skating men,train
train/figure skating men/002.jpg,figure skating men,train
train/figure skating men/003.jpg,figure skating men,train
train/figure skating men/004.jpg,figure skating men,train
train/figure skating men/005.jpg,figure skating men,train
train/figure skating men/006.jpg,figure skating men,train
train/figure skating men/007.jpg,figure skating men,train
train/figure skating men/008.jpg,figure skating men,train
train/figure skating men/009.jpg,figure skating men,train
train/figure skating men/010.jpg,figure skating men,train
train/figure skating men/011.jpg,figure skating men,train
train/figure skating men/012.jpg,figure skating men,train
train/figure skating men/013.jpg,figure skating men,train
train/figure skating men/014.jpg,figure skating men,train
train/figure skating men/015.jpg,figure skating men,train
train/figure skating men/016.jpg,figure skating men,train
train/figure skating men/017.jpg,figure skating men,train
train/figure skating men/018.jpg,figure skating men,train
train/figure skating men/019.jpg,figure skating men,train
train/figure skating men/020.jpg,figure skating men,train
train/figure skating men/021.jpg,figure skating men,train
train/figure skating men/022.jpg,figure skating men,train
train/figure skating men/023.jpg,figure skating men,train
train/figure skating men/024.jpg,figure skating men,train
train/figure skating men/025.jpg,figure skating men,train
train/figure skating men/026.jpg,figure skating men,train
train/figure skating men/027.jpg,figure skating men,train
train/figure skating men/028.jpg,figure skating men,train
train/figure skating men/029.jpg,figure skating men,train
train/figure skating men/030.jpg,figure skating men,train
train/figure skating men/031.jpg,figure skating men,train
train/figure skating men/032.jpg,figure skating men,train
train/figure skating men/033.jpg,figure skating men,train
train/figure skating men/034.jpg,figure skating men,train
train/figure skating men/035.jpg,figure skating men,train
train/figure skating men/036.jpg,figure skating men,train
train/figure skating men/037.jpg,figure skating men,train
train/figure skating men/038.jpg,figure skating men,train
train/figure skating men/039.jpg,figure skating men,train
train/figure skating men/040.jpg,figure skating men,train
train/figure skating men/041.jpg,figure skating men,train
train/figure skating men/042.jpg,figure skating men,train
train/figure skating men/043.jpg,figure skating men,train
train/figure skating men/044.jpg,figure skating men,train
train/figure skating men/045.jpg,figure skating men,train
train/figure skating men/046.jpg,figure skating men,train
train/figure skating men/047.jpg,figure skating men,train
train/figure skating men/048.jpg,figure skating men,train
train/figure skating men/049.jpg,figure skating men,train
train/figure skating men/050.jpg,figure skating men,train
train/figure skating men/051.jpg,figure skating men,train
train/figure skating men/052.jpg,figure skating men,train
train/figure skating men/053.jpg,figure skating men,train
train/figure skating men/054.jpg,figure skating men,train
train/figure skating men/055.jpg,figure skating men,train
train/figure skating men/056.jpg,figure skating men,train
train/figure skating men/057.jpg,figure skating men,train
train/figure skating men/058.jpg,figure skating men,train
train/figure skating men/059.jpg,figure skating men,train
train/figure skating men/060.jpg,figure skating men,train
train/figure skating men/061.jpg,figure skating men,train
train/figure skating men/062.jpg,figure skating men,train
train/figure skating men/063.jpg,figure skating men,train
train/figure skating men/064.jpg,figure skating men,train
train/figure skating men/065.jpg,figure skating men,train
train/figure skating men/066.jpg,figure skating men,train
train/figure skating men/067.jpg,figure skating men,train
train/figure skating men/068.jpg,figure skating men,train
train/figure skating men/069.jpg,figure skating men,train
train/figure skating men/070.jpg,figure skating men,train
train/figure skating men/071.jpg,figure skating men,train
train/figure skating men/072.jpg,figure skating men,train
train/figure skating men/073.jpg,figure skating men,train
train/figure skating men/074.jpg,figure skating men,train
train/figure skating men/075.jpg,figure skating men,train
train/figure skating men/076.jpg,figure skating men,train
train/figure skating men/077.jpg,figure skating men,train
train/figure skating men/078.jpg,figure skating men,train
train/figure skating men/079.jpg,figure skating men,train
train/figure skating men/080.jpg,figure skating men,train
train/figure skating men/081.jpg,figure skating men,train
train/figure skating men/082.jpg,figure skating men,train
train/figure skating men/083.jpg,figure skating men,train
train/figure skating men/084.jpg,figure skating men,train
train/figure skating men/085.jpg,figure skating men,train
train/figure skating men/086.jpg,figure skating men,train
train/figure skating men/087.jpg,figure skating men,train
train/figure skating men/088.jpg,figure skating men,train
